Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,booking_status_Not_Canceled
INN20656,2,0,0,2,0,1,2018,6,2,0,0,0,110.0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True
INN20657,2,0,0,4,0,104,2018,5,4,0,0,0,111.78,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20660,2,0,0,2,0,8,2018,11,25,0,0,0,90.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20661,2,0,0,3,0,35,2018,3,8,0,0,0,87.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20663,2,0,0,3,0,213,2018,6,7,0,0,0,130.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN20665,2,0,2,1,0,141,2018,7,17,0,0,0,105.3,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20668,2,0,0,2,0,267,2018,10,25,0,0,0,80.75,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20670,2,0,1,2,0,54,2018,11,11,0,0,0,96.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20671,2,0,0,3,0,71,2018,5,10,0,0,0,126.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20672,2,0,0,1,0,39,2018,9,8,0,0,0,125.1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20675,2,0,0,4,0,190,2018,6,22,0,0,0,95.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20676,2,0,0,2,0,17,2018,10,7,0,0,0,135.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20677,2,0,0,3,0,40,2018,8,30,0,0,0,80.32,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20680,2,0,1,2,0,15,2018,1,18,0,0,0,87.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20681,2,0,1,3,0,75,2018,3,17,0,0,0,80.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN20683,2,0,1,2,0,52,2018,5,13,0,0,0,116.1,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20685,2,0,0,1,0,145,2018,7,16,0,0,0,94.5,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN20688,2,0,1,4,0,36,2018,12,21,0,0,0,88.4,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20689,2,0,1,0,0,35,2018,9,26,0,0,0,99.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN20690,2,0,1,2,0,10,2018,2,12,0,0,0,92.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20692,2,0,2,4,0,2,2018,2,10,0,0,0,93.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20693,2,0,2,4,0,260,2018,10,7,0,0,0,100.3,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20694,2,0,0,2,0,71,2018,3,17,0,0,0,69.05,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True
INN20696,2,0,2,3,0,3,2018,1,15,0,0,0,69.84,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20697,2,0,2,2,0,40,2018,12,31,0,0,0,155.13,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20698,2,0,0,5,0,115,2018,8,23,0,0,0,131.4,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN20703,2,0,1,5,0,56,2018,3,28,0,0,0,85.85,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20705,2,0,2,0,0,71,2018,11,6,0,0,0,120.15,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20706,2,0,1,3,0,281,2018,10,3,0,0,0,108.8,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN20707,2,0,2,2,0,208,2018,7,30,0,0,0,80.75,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN20709,2,0,0,1,0,4,2018,8,6,0,0,0,139.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20710,2,0,0,3,0,10,2018,11,3,0,0,0,136.67,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20712,2,0,2,1,0,62,2018,8,13,0,0,0,149.4,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN20716,2,0,2,2,0,90,2018,8,7,0,0,0,142.2,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN20718,2,0,2,2,0,52,2018,12,4,0,0,0,74.8,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN20720,2,0,0,1,0,53,2018,8,6,0,0,0,149.4,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN20723,2,0,1,0,0,15,2018,9,12,0,0,0,99.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20726,2,0,1,2,0,132,2018,7,1,0,0,0,72.25,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20729,2,0,2,2,0,81,2018,3,25,0,0,0,65.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN20731,2,0,0,2,0,245,2018,6,17,0,0,0,75.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN20733,2,0,1,2,0,193,2018,6,20,0,0,0,120.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN20734,2,0,2,2,0,198,2018,7,31,0,0,0,62.18,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20736,2,0,0,4,0,30,2018,11,29,0,0,0,83.8,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20737,2,0,0,4,0,161,2018,6,21,0,0,0,123.46,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN20738,2,0,1,0,0,4,2018,1,25,0,0,0,64.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True
INN20741,2,0,2,2,0,54,2018,10,16,0,0,0,81.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20742,2,0,2,0,0,140,2018,7,17,0,0,0,94.5,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN20743,2,0,2,5,0,6,2018,6,10,0,0,0,144.57,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN20745,2,0,0,1,0,105,2018,4,6,0,0,0,75.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN20749,2,0,0,3,0,148,2018,5,5,0,0,0,105.3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20750,2,0,1,2,0,198,2018,9,9,0,0,0,90.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN20751,2,0,1,2,0,187,2018,10,10,0,0,0,78.41,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20753,2,0,0,3,0,72,2018,4,12,0,0,0,105.3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20755,2,0,0,2,0,50,2018,5,19,0,0,0,85.0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True
INN20759,2,0,0,2,0,29,2018,10,5,0,0,0,152.0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20760,2,0,0,1,0,63,2018,9,3,0,0,0,109.8,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20761,2,0,0,1,0,51,2018,3,29,0,0,0,90.9,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20762,2,0,1,0,0,1,2018,7,11,0,0,0,87.82,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20763,2,0,0,3,0,150,2018,6,16,0,0,0,90.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20766,2,0,2,3,0,91,2018,7,23,0,0,0,105.3,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20768,2,0,1,0,0,19,2018,6,12,0,0,0,126.0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN20769,2,0,0,2,0,177,2018,6,3,0,0,0,100.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN20772,2,0,1,2,0,40,2018,11,7,0,0,0,135.33,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20773,2,0,1,2,0,90,2018,4,15,0,0,0,96.3,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20779,2,0,0,4,0,228,2018,10,5,0,0,0,102.85,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20786,2,0,2,3,0,116,2018,5,12,0,0,0,111.92,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20791,2,0,0,3,0,15,2018,6,21,0,0,0,142.67,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN20792,2,0,2,3,0,117,2018,7,8,0,0,0,116.05,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20794,2,0,1,2,0,11,2018,9,5,0,0,0,119.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN20795,2,0,0,3,0,85,2018,7,5,0,0,0,86.36,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20796,2,0,1,1,0,33,2018,6,20,0,0,0,89.1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20801,2,0,0,3,0,48,2018,11,10,0,0,0,75.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20802,2,0,0,4,0,54,2018,3,16,0,0,0,83.73,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20803,2,0,2,2,0,47,2018,7,3,0,0,0,107.1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20807,2,0,0,2,0,20,2018,7,28,0,0,0,122.6,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20808,2,0,1,1,0,36,2018,4,2,0,0,0,117.9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20809,2,0,0,3,0,34,2018,2,24,0,0,0,89.7,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20813,2,0,1,2,0,113,2018,4,25,0,0,0,96.3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20814,2,0,2,2,0,31,2018,5,8,0,0,0,97.71,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20815,2,0,2,3,0,44,2018,9,18,0,0,0,149.4,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN20816,2,0,0,3,0,7,2018,8,4,0,0,0,151.0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20817,2,0,2,1,0,130,2018,10,29,0,0,0,104.4,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN20819,2,0,1,1,0,6,2018,5,23,0,0,0,100.87,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20820,2,0,1,2,0,143,2018,9,5,0,0,0,126.9,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20830,2,0,2,2,0,3,2018,2,14,0,0,0,81.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20837,2,0,2,0,0,180,2018,8,28,0,0,0,96.3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20839,2,0,1,4,0,269,2018,10,10,0,0,0,102.51,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20842,2,0,0,5,0,21,2018,2,23,0,0,0,87.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20843,2,0,0,1,0,0,2018,9,29,0,0,0,170.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20844,2,0,2,2,0,83,2018,5,1,0,0,0,75.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20847,2,0,2,1,0,81,2018,9,3,0,0,0,125.1,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20850,2,0,0,1,0,17,2018,1,23,0,0,0,69.5,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20857,2,0,0,2,0,134,2018,4,29,0,0,0,96.3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20858,2,0,2,3,0,205,2018,7,22,0,0,0,90.95,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20860,2,0,1,2,0,32,2018,10,7,0,0,0,121.27,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN20861,2,0,1,1,0,93,2018,6,20,0,0,0,126.9,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20862,2,0,2,0,0,31,2018,2,7,0,0,0,78.3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20867,2,0,2,1,0,81,2018,7,16,0,0,0,96.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20868,2,0,0,1,0,0,2018,2,24,0,0,0,85.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20870,2,0,2,2,0,88,2018,5,29,0,0,0,112.01,1,False,False,False,True,False,False,False,False,False,False,False,False,True,True
INN20871,2,0,1,2,0,91,2018,9,30,0,0,0,80.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20872,2,0,0,4,0,6,2018,12,28,0,0,0,104.2,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20874,2,0,1,2,0,121,2018,4,1,0,0,0,71.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20877,2,0,2,3,0,246,2018,10,13,0,0,0,114.75,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20878,2,0,2,0,0,4,2018,2,7,0,0,0,87.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20883,2,0,0,4,0,26,2018,12,14,0,0,0,88.4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20887,2,0,0,1,0,35,2018,9,1,0,0,0,99.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20888,2,0,2,4,0,99,2018,4,10,0,0,0,93.78,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN20892,2,0,1,2,0,46,2018,9,5,0,0,0,102.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20896,2,0,0,3,0,117,2018,6,28,0,0,0,79.69,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20898,2,0,0,3,0,166,2018,11,1,0,0,0,130.0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False
INN20899,2,0,1,1,0,64,2018,4,23,0,0,0,118.8,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN20906,2,0,2,1,0,20,2018,4,3,0,0,0,95.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20907,2,0,0,1,0,55,2018,4,6,0,0,0,104.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20913,2,0,2,2,0,81,2018,3,25,0,0,0,65.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN20915,2,0,0,4,0,31,2018,8,30,0,0,0,99.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN20917,2,0,0,2,0,28,2018,5,19,0,0,0,100.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False
INN20918,2,0,1,3,0,62,2018,4,25,0,0,0,109.68,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20921,2,0,0,1,0,55,2018,4,6,0,0,0,80.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20923,2,0,1,0,0,13,2018,9,12,0,0,0,134.0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN20925,2,0,2,1,0,205,2018,5,29,0,0,0,90.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN20927,2,0,0,2,0,176,2018,10,7,0,0,0,108.9,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20928,2,0,2,6,0,106,2018,7,8,0,0,0,72.25,2,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20929,2,0,1,2,0,6,2018,3,11,0,0,0,97.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20931,2,0,2,1,0,109,2018,7,9,0,0,0,114.3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20932,2,0,1,0,0,9,2018,1,4,0,0,0,89.0,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20933,2,0,1,3,0,85,2018,5,16,0,0,0,119.85,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20938,2,0,0,3,0,70,2018,8,31,0,0,0,80.75,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20943,2,0,0,4,0,141,2018,6,15,0,0,0,128.85,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20944,2,0,1,3,0,25,2018,10,27,0,0,0,130.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20946,2,0,1,2,0,273,2018,5,13,0,0,0,95.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN20947,2,0,0,4,0,77,2018,6,22,0,0,0,110.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20948,2,0,0,3,0,285,2018,7,21,0,0,0,95.4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20950,2,0,0,1,0,56,2018,6,8,0,0,0,120.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20952,2,0,1,0,0,102,2018,10,9,0,0,0,108.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20955,2,0,0,2,0,6,2018,9,15,0,0,0,149.0,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20958,2,0,0,2,0,0,2018,2,25,0,0,0,91.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20960,2,0,2,1,0,153,2018,6,4,0,0,0,106.2,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20962,2,0,2,3,0,81,2018,4,24,0,0,0,110.16,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False
INN20963,2,0,1,0,0,13,2018,6,5,0,0,0,111.85,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20964,2,0,1,1,0,0,2018,8,22,0,0,0,100.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True
INN20965,2,0,0,1,0,4,2018,12,16,0,0,0,78.0,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20966,2,0,0,2,0,14,2018,10,7,0,0,0,166.25,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False
INN20967,2,0,2,1,0,115,2018,10,23,0,0,0,98.7,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20971,2,0,0,3,0,37,2018,12,28,0,0,0,120.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN20972,2,0,1,3,0,95,2018,5,19,0,0,0,132.6,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN20973,2,0,0,1,0,56,2018,6,8,0,0,0,120.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN20974,2,0,2,1,0,135,2018,5,28,0,0,0,101.7,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20975,2,0,2,2,0,118,2018,9,17,0,0,0,118.8,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN20976,2,0,1,3,0,66,2018,9,8,0,0,0,149.4,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN20979,2,0,2,2,0,23,2018,6,17,0,0,0,133.5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN20980,2,0,1,2,0,185,2018,12,16,0,0,0,103.5,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN20982,2,0,1,3,0,45,2018,9,5,0,0,0,99.18,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN20987,2,0,0,3,0,119,2018,10,27,0,0,0,104.4,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN20988,2,0,0,1,0,207,2018,10,4,0,0,0,108.9,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN20992,2,0,0,3,0,184,2018,10,4,0,0,0,122.4,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN21003,2,0,1,3,0,112,2018,10,10,0,0,0,80.75,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN21004,2,0,0,3,0,103,2018,9,8,0,0,0,149.4,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN21005,2,0,0,4,0,177,2018,8,24,0,0,0,93.08,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN21006,2,0,2,2,0,151,2018,10,23,0,0,0,104.85,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN21008,2,0,0,2,0,0,2018,10,7,0,0,0,147.6,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN21009,2,0,1,3,0,75,2018,3,17,0,0,0,80.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN21010,2,0,1,2,0,43,2018,6,10,0,0,0,140.4,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN21012,2,0,2,1,0,23,2018,1,2,0,0,0,109.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True
INN21014,2,0,0,1,0,183,2018,10,11,0,0,0,98.1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN21016,2,0,0,4,0,12,2018,12,28,0,0,0,125.8,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN21017,2,0,2,0,0,75,2018,10,30,0,0,0,105.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False
INN21018,2,0,0,2,0,121,2018,6,30,0,0,0,88.77,1,False,False,False,True,False,False,False,False,False,False,False,False,True,True
INN21021,2,0,1,2,0,162,2018,7,1,0,0,0,96.3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN21022,2,0,1,3,0,10,2018,3,10,0,0,0,63.58,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN21023,2,0,1,3,0,237,2018,9,22,0,0,0,87.67,2,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN21024,2,0,1,2,0,119,2018,5,27,0,0,0,140.4,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN21025,2,0,0,2,0,177,2018,6,3,0,0,0,100.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN21026,2,0,0,3,0,279,2018,10,12,0,0,0,110.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
INN21029,2,0,0,3,0,62,2018,9,1,0,0,0,109.8,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN21030,2,0,0,2,0,151,2018,11,25,0,0,0,79.2,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN21034,2,0,2,3,0,93,2018,3,17,0,0,0,73.95,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN21035,2,0,0,2,0,71,2018,11,10,0,0,0,145.0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN21036,2,0,0,2,0,154,2018,8,24,0,0,0,100.8,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN21039,2,0,1,0,0,49,2018,7,11,0,0,0,93.15,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN21042,2,0,1,3,0,21,2018,10,10,0,0,0,164.0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN21043,2,0,0,2,0,76,2018,11,11,0,0,0,79.2,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN21045,2,0,2,2,0,256,2018,8,7,0,0,0,96.25,1,False,False,False,True,False,False,False,False,False,False,False,False,True,True
INN21047,2,0,0,1,0,115,2018,10,13,0,0,0,108.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN21050,2,0,1,0,0,21,2018,9,12,0,0,0,89.0,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN21051,2,0,0,1,0,27,2018,5,18,0,0,0,156.0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN21055,2,0,0,4,0,3,2018,12,21,0,0,0,67.57,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN21056,2,0,1,3,0,28,2018,10,3,0,0,0,133.75,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN21057,2,0,2,3,0,23,2018,3,5,0,0,0,65.75,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN21060,2,0,1,1,0,130,2018,5,30,0,0,0,116.1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN21061,2,0,1,2,0,83,2018,6,3,0,0,0,123.9,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN21063,2,0,1,0,0,54,2018,9,18,0,0,0,125.1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN21064,2,0,0,2,0,0,2018,5,31,0,0,0,105.75,1,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN21066,2,0,2,1,0,180,2018,10,1,0,0,0,108.9,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN21068,2,0,0,1,0,256,2018,6,15,0,0,0,115.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False
INN21071,2,0,2,3,0,67,2018,3,10,0,0,0,63.75,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN21072,2,0,1,1,0,151,2018,7,11,0,0,0,63.75,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False
INN21073,2,0,0,3,0,50,2018,1,14,0,0,0,52.0,2,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN21074,2,0,0,3,0,105,2018,10,12,0,0,0,75.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN21076,2,0,1,2,0,102,2018,4,4,0,0,0,96.3,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN21080,2,0,0,1,0,0,2018,9,27,0,0,0,100.37,0,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN21084,2,0,1,5,0,41,2018,12,27,0,0,0,70.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True
INN21085,2,0,0,3,0,58,2018,2,4,0,0,0,53.97,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN21087,2,0,1,4,0,51,2018,11,2,0,0,0,88.0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False
INN21088,2,0,2,2,0,51,2018,5,13,0,0,0,140.4,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False
INN21093,2,0,0,1,0,71,2018,11,3,0,0,0,79.2,2,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN21094,2,0,2,5,0,14,2018,12,28,0,0,0,98.11,1,False,False,True,False,False,False,False,False,False,False,False,False,True,True
INN21098,2,0,1,1,0,1,2018,2,13,0,0,0,91.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN21100,2,0,2,2,0,25,2018,3,26,0,0,0,136.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True
INN21102,2,0,2,2,0,107,2018,11,6,0,0,0,117.28,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True
INN21104,2,0,1,2,0,264,2018,7,4,0,0,0,95.4,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False
INN21105,2,0,2,1,0,122,2018,3,27,0,0,0,107.0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True
INN21106,2,0,2,0,0,146,2018,4,24,0,0,0,95.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False
